POTEAU_ID_POT,POSITION_POP,PANNEAU_ID_PAN,PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA,FLECHE_PAN,TOPONYME_PAN,DESCRIPTION_CAT,POTEAU_VERSION_POT,DATE_CONCEPTION_POT,PAS_SUR_RUE,DESCRIPTION_REP,DESCRIPTION_RTP,X,Y,Longitude,Latitude,NOM_ARROND
3413,4,1785363,11,\A EN TOUT TEMPS,AD-TT,0,,STATIONNEMENT,7,3/8/2023,,Réel,10- Fût et feux,300714.8,5043747.0,-73.552305,45.533627,Ville-Marie
3416,4,1762438,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,10,12/5/2022,,Réel,4- Poteau en bois,300497.531,5043851.5,-73.555088,45.534566,Ville-Marie
3419,7,1793563,2365,\P 09h-22h30,SD-JP,3,,STATIONNEMENT,5,4/14/2023,,Réel,2- Tige et manchon,300534.969,5043848.0,-73.554608,45.534535,Ville-Marie
3419,6,1793564,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,5,4/14/2023,,Réel,2- Tige et manchon,300534.969,5043848.0,-73.554608,45.534535,Ville-Marie
3421,7,1770102,2365,\P 09h-22h30,SD-JP,2,,STATIONNEMENT,5,1/10/2023,,Réel,1- Tige et base,300577.313,5043824.5,-73.554066,45.534324,Ville-Marie
3422,7,1296946,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,4,12/13/2017,,Réel,4- Poteau en bois,300560.219,5043817.0,-73.554285,45.534256,Ville-Marie
3423,4,1536914,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,14,8/21/2020,,Réel,4- Poteau en bois,300597.781,5043798.0,-73.553803,45.534085,Ville-Marie
3423,3,1536915,1622,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,0,,STATIONNEMENT,14,8/21/2020,,Réel,4- Poteau en bois,300597.781,5043798.0,-73.553803,45.534085,Ville-Marie
3424,5,1770099,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,10,1/10/2023,,Réel,1- Tige et base,300592.375,5043816.0,-73.553873,45.534247,Ville-Marie
3424,4,1770100,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,3,,STATIONNEMENT,10,1/10/2023,,Réel,1- Tige et base,300592.375,5043816.0,-73.553873,45.534247,Ville-Marie
3424,3,1770101,9488,PANONCEAU - EXCEPTE VEHICULES MUNIS D'UN PERMIS,PX-PR,0,,STAT-PANNONC.,10,1/10/2023,,Réel,1- Tige et base,300592.375,5043816.0,-73.553873,45.534247,Ville-Marie
3425,7,1501526,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,7,6/5/2020,,Réel,1- Tige et base,300608.406,5043807.0,-73.553668,45.534166,Ville-Marie
3425,6,1501527,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,0,,STATIONNEMENT,7,6/5/2020,,Réel,1- Tige et base,300608.406,5043807.0,-73.553668,45.534166,Ville-Marie
3425,5,1501528,9488,PANONCEAU - EXCEPTE VEHICULES MUNIS D'UN PERMIS,PX-PR,0,,STAT-PANNONC.,7,6/5/2020,,Réel,1- Tige et base,300608.406,5043807.0,-73.553668,45.534166,Ville-Marie
3428,7,1536917,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,7,8/21/2020,,Réel,4- Poteau en bois,300650.094,5043769.0,-73.553133,45.533825,Ville-Marie
3428,5,1536919,1622,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,3,,STATIONNEMENT,7,8/21/2020,,Réel,4- Poteau en bois,300650.094,5043769.0,-73.553133,45.533825,Ville-Marie
3429,7,1501529,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,6,6/5/2020,,Réel,1- Tige et base,300633.906,5043793.0,-73.553341,45.534041,Ville-Marie
3429,6,1501530,1618,\P RESERVE S3R 09h-21h LUN A SAM,R-QD,3,,STATIONNEMENT,6,6/5/2020,,Réel,1- Tige et base,300633.906,5043793.0,-73.553341,45.534041,Ville-Marie
3429,5,1501531,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,2,,STATIONNEMENT,6,6/5/2020,,Réel,1- Tige et base,300633.906,5043793.0,-73.553341,45.534041,Ville-Marie
3429,4,1501532,9488,PANONCEAU - EXCEPTE VEHICULES MUNIS D'UN PERMIS,PX-PR,0,,STAT-PANNONC.,6,6/5/2020,,Réel,1- Tige et base,300633.906,5043793.0,-73.553341,45.534041,Ville-Marie
3432,5,1770133,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,10,1/10/2023,,Réel,4- Poteau en bois,300693.031,5043744.5,-73.552584,45.533605,Ville-Marie
3432,4,1770134,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,2,,STATIONNEMENT,10,1/10/2023,,Réel,4- Poteau en bois,300693.031,5043744.5,-73.552584,45.533605,Ville-Marie
3433,6,872885,13831,\P 12h30-13h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JK-A,0,,STATIONNEMENT,4,4/19/2012,,Réel,3- Fût,300497.656,5043921.0,-73.555087,45.535192,Ville-Marie
3435,5,1294729,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,8,12/7/2017,,Réel,3- Fût,300523.563,5043923.0,-73.554755,45.53521,Ville-Marie
3439,7,1353718,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,5,10/3/2018,,Réel,3- Fût,300558.281,5043903.5,-73.55431,45.535034,Ville-Marie
3442,7,1769941,2365,\P 09h-22h30,SD-JP,3,,STATIONNEMENT,4,1/9/2023,,Réel,1- Tige et base,300577.719,5043880.5,-73.554061,45.534828,Ville-Marie
3443,7,1353719,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,2,10/2/2018,,Réel,3- Fût,300584.344,5043890.0,-73.553976,45.534913,Ville-Marie
3443,6,1353720,1762,\P RESERVE DEBARCADERE HANDICAPES EN TOUT TEMPS,RD-TT,2,,STATIONNEMENT,2,10/2/2018,,Réel,3- Fût,300584.344,5043890.0,-73.553976,45.534913,Ville-Marie
3446,5,1716054,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,5,6/28/2022,,Réel,3- Fût,300608.0,5043864.5,-73.553673,45.534684,Ville-Marie
3446,4,1716055,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,5,6/28/2022,,Réel,3- Fût,300608.0,5043864.5,-73.553673,45.534684,Ville-Marie
3447,7,1591093,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,6,2/26/2021,,Réel,3- Fût,300629.438,5043870.0,-73.553399,45.534733,Ville-Marie
3448,7,883500,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,2,6/7/2012,,Réel,3- Fût,300660.938,5043853.5,-73.552995,45.534585,Ville-Marie
3449,7,1353721,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,5,10/2/2018,,Réel,3- Fût,300643.063,5043848.5,-73.553224,45.53454,Ville-Marie
3451,7,1353560,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,5,10/2/2018,,Réel,3- Fût,300677.188,5043830.0,-73.552787,45.534374,Ville-Marie
3451,6,1353561,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,2,,STATIONNEMENT,5,10/2/2018,,Réel,3- Fût,300677.188,5043830.0,-73.552787,45.534374,Ville-Marie
3452,7,1353722,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,5,10/2/2018,,Réel,3- Fût,300699.75,5043834.0,-73.552498,45.53441,Ville-Marie
3452,6,1353723,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,5,10/2/2018,,Réel,3- Fût,300699.75,5043834.0,-73.552498,45.53441,Ville-Marie
3452,5,1353724,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,3,,STATIONNEMENT,5,10/2/2018,,Réel,3- Fût,300699.75,5043834.0,-73.552498,45.53441,Ville-Marie
3454,7,1857610,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,STATIONNEMENT,7,11/28/2023,,En conception,3- Fût,300737.188,5043813.5,-73.552019,45.534226,Ville-Marie
3454,6,1857611,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,0,,STATIONNEMENT,7,11/28/2023,,En conception,3- Fût,300737.188,5043813.5,-73.552019,45.534226,Ville-Marie
3457,5,1427841,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,0,,STATIONNEMENT,6,8/15/2019,,Réel,3- Fût,300712.5,5043813.5,-73.552335,45.534226,Ville-Marie
3460,7,1360006,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,5,10/25/2018,,Réel,4- Poteau en bois,300574.156,5044059.0,-73.554108,45.536434,Ville-Marie
3460,6,1360007,1411,P 15 min 07h-18h LUN. AU VEN.,PV-DB,0,,STATIONNEMENT,5,10/25/2018,,Réel,4- Poteau en bois,300574.156,5044059.0,-73.554108,45.536434,Ville-Marie
3462,7,1790205,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,8,3/23/2023,,Réel,4- Poteau en bois,300613.344,5044039.5,-73.553606,45.536259,Ville-Marie
3462,6,1790206,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,8,3/23/2023,,Réel,4- Poteau en bois,300613.344,5044039.5,-73.553606,45.536259,Ville-Marie
3464,7,1795234,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,4,4/27/2023,,Réel,4- Poteau en bois,300650.023,5044020.57,-73.553137,45.536088,Ville-Marie
3464,6,1795235,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,4,4/27/2023,,Réel,4- Poteau en bois,300650.023,5044020.57,-73.553137,45.536088,Ville-Marie
3465,6,901968,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,4,8/1/2012,,Réel,4- Poteau en bois,300685.406,5044003.0,-73.552683,45.535931,Ville-Marie
3468,7,1127012,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,5,11/6/2015,,Réel,4- Poteau en bois,300745.125,5043972.5,-73.551918,45.535656,Ville-Marie
3468,6,1127013,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,5,11/6/2015,,Réel,4- Poteau en bois,300745.125,5043972.5,-73.551918,45.535656,Ville-Marie
3469,5,1580912,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,5,1/19/2021,,Réel,4- Poteau en bois,300772.813,5043959.0,-73.551564,45.535535,Ville-Marie
3469,4,1580913,2413,\P EN TOUT TEMPS,SD-TT,3,,STATIONNEMENT,5,1/19/2021,,Réel,4- Poteau en bois,300772.813,5043959.0,-73.551564,45.535535,Ville-Marie
3469,3,1580914,1464,PANONCEAU 1 DEC. AU 1 AVRIL,PX-AI,0,,STAT-PANNONC.,5,1/19/2021,,Réel,4- Poteau en bois,300772.813,5043959.0,-73.551564,45.535535,Ville-Marie
3471,7,1301933,11,\A EN TOUT TEMPS,AD-TT,3,,STATIONNEMENT,5,1/25/2018,,Réel,4- Poteau en bois,300798.813,5043945.5,-73.551231,45.535414,Ville-Marie
3471,6,1301934,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,5,1/25/2018,,Réel,4- Poteau en bois,300798.813,5043945.5,-73.551231,45.535414,Ville-Marie
3471,5,1301935,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,2,,STATIONNEMENT,5,1/25/2018,,Réel,4- Poteau en bois,300798.813,5043945.5,-73.551231,45.535414,Ville-Marie
3474,6,1685087,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,10,3/14/2022,,Réel,2- Tige et manchon,300778.906,5043942.0,-73.551486,45.535382,Ville-Marie
3474,5,1685088,2413,\P EN TOUT TEMPS,SD-TT,3,,STATIONNEMENT,10,3/14/2022,,Réel,2- Tige et manchon,300778.906,5043942.0,-73.551486,45.535382,Ville-Marie
3474,4,1685089,1464,PANONCEAU 1 DEC. AU 1 AVRIL,PX-AI,0,,STAT-PANNONC.,10,3/14/2022,,Réel,2- Tige et manchon,300778.906,5043942.0,-73.551486,45.535382,Ville-Marie
3476,7,1769898,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,4,1/9/2023,,Réel,2- Tige et manchon,300682.563,5043991.0,-73.55272,45.535823,Ville-Marie
3477,4,1777131,2413,\P EN TOUT TEMPS,SD-TT,2,,STATIONNEMENT,5,2/7/2023,,Réel,1- Tige et base,300627.125,5044015.5,-73.55343,45.536043,Ville-Marie
3477,3,1777132,1464,PANONCEAU 1 DEC. AU 1 AVRIL,PX-AI,0,,STAT-PANNONC.,5,2/7/2023,,Réel,1- Tige et base,300627.125,5044015.5,-73.55343,45.536043,Ville-Marie
3479,7,1647423,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,10,9/15/2021,,Réel,2- Tige et manchon,300617.375,5044023.5,-73.553555,45.536115,Ville-Marie
3479,6,1647424,1686,\P RESERVE HANDICAPES (PICTO),R-TD,2,,STATIONNEMENT,10,9/15/2021,,Réel,2- Tige et manchon,300617.375,5044023.5,-73.553555,45.536115,Ville-Marie
3480,6,1647421,14058,\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.,SU-LK-A,0,,STATIONNEMENT,13,9/15/2021,,Réel,2- Tige et manchon,300580.063,5044039.5,-73.554032,45.536258,Ville-Marie
3480,5,1647422,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,13,9/15/2021,,Réel,2- Tige et manchon,300580.063,5044039.5,-73.554032,45.536258,Ville-Marie
3482,6,1033994,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,6,6/11/2014,,Réel,2- Tige et manchon,300632.625,5044193.5,-73.553361,45.537644,Ville-Marie
3486,7,1675773,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,6,1/25/2022,,Réel,2- Tige et manchon,300745.44,5044136.911,-73.551916,45.537136,Ville-Marie
3488,6,1724987,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,8,7/22/2022,,Réel,2- Tige et manchon,300842.465,5044088.416,-73.550673,45.5367,Ville-Marie
3492,7,904587,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,4,8/10/2012,,Réel,4- Poteau en bois,300856.844,5044063.0,-73.550489,45.536471,Ville-Marie
3496,7,1736251,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,4,9/8/2022,,Réel,4- Poteau en bois,300772.75,5044106.5,-73.551566,45.536862,Ville-Marie
3497,7,1736246,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,2,9/8/2022,,Réel,4- Poteau en bois,300743.741,5044121.179,-73.551937,45.536994,Ville-Marie
3498,7,1736247,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,4,9/8/2022,,Réel,4- Poteau en bois,300712.24,5044137.041,-73.552341,45.537137,Ville-Marie
3498,6,1736248,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,4,9/8/2022,,Réel,4- Poteau en bois,300712.24,5044137.041,-73.552341,45.537137,Ville-Marie
3499,7,1795037,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,7,4/26/2023,,Réel,4- Poteau en bois,300679.219,5044153.5,-73.552764,45.537285,Ville-Marie
3499,6,1795038,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,7,4/26/2023,,Réel,4- Poteau en bois,300679.219,5044153.5,-73.552764,45.537285,Ville-Marie
3502,7,904590,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,7,8/10/2012,,Réel,4- Poteau en bois,300633.719,5044177.0,-73.553347,45.537496,Ville-Marie
3505,5,1769775,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,10,1/6/2023,,Réel,2- Tige et manchon,300687.695,5044323.472,-73.552657,45.538814,Ville-Marie
3506,7,864814,2350,\P 07h-19h,SD-JA,2,,STATIONNEMENT,2,3/6/2012,,Réel,1- Tige et base,300712.71,5044311.535,-73.552336,45.538707,Ville-Marie
3507,7,1795025,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,6,4/26/2023,,Réel,1- Tige et base,300760.048,5044290.516,-73.55173,45.538518,Ville-Marie
3508,7,1795016,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,5,4/26/2023,,Réel,2- Tige et manchon,300875.59,5044231.08,-73.55025,45.537984,Ville-Marie
3509,5,1427672,11,\A EN TOUT TEMPS,AD-TT,0,,STATIONNEMENT,8,8/16/2019,,Réel,3- Fût,300927.813,5044203.0,-73.549581,45.537732,Ville-Marie
3511,7,1410153,11,\A EN TOUT TEMPS,AD-TT,2,,STATIONNEMENT,4,5/31/2019,,Réel,4- Poteau en bois,300918.313,5044194.0,-73.549703,45.537651,Ville-Marie
3511,6,1410154,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,3,,STATIONNEMENT,4,5/31/2019,,Réel,4- Poteau en bois,300918.313,5044194.0,-73.549703,45.537651,Ville-Marie
3512,7,1285301,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,7,11/8/2017,,En conception,4- Poteau en bois,300884.719,5044207.5,-73.550133,45.537772,Ville-Marie
3512,6,1285302,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,2,,STATIONNEMENT,7,11/8/2017,,En conception,4- Poteau en bois,300884.719,5044207.5,-73.550133,45.537772,Ville-Marie
3516,7,905348,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,4,8/14/2012,,Réel,4- Poteau en bois,300804.344,5044251.0,-73.551162,45.538163,Ville-Marie
3517,7,1058697,14616,P 60 min 08h-16h LUN A VEN,PV-KA,3,,STATIONNEMENT,2,11/19/2014,,Réel,4- Poteau en bois,300766.844,5044267.0,-73.551643,45.538307,Ville-Marie
3518,7,1406795,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,5,5/31/2019,,Réel,4- Poteau en bois,300745.875,5044280.0,-73.551911,45.538423,Ville-Marie
3518,6,1406796,14616,P 60 min 08h-16h LUN A VEN,PV-KA,2,,STATIONNEMENT,5,5/31/2019,,Réel,4- Poteau en bois,300745.875,5044280.0,-73.551911,45.538423,Ville-Marie
3520,6,1468997,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,7,1/27/2020,,Réel,4- Poteau en bois,300687.125,5044310.0,-73.552664,45.538693,Ville-Marie
3524,7,1179857,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,9,9/20/2016,,Réel,2- Tige et manchon,300700.563,5044238.5,-73.552491,45.53805,Ville-Marie
3525,5,1607932,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,8,5/5/2021,,Réel,1- Tige et base,300783.281,5044197.0,-73.551432,45.537677,Ville-Marie
3527,6,1769771,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,7,1/6/2023,,Réel,1- Tige et base,300829.276,5044173.355,-73.550843,45.537464,Ville-Marie
3527,5,1769772,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,7,1/6/2023,,Réel,1- Tige et base,300829.276,5044173.355,-73.550843,45.537464,Ville-Marie
3531,7,1723316,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,6,7/20/2022,,Réel,4- Poteau en bois,300883.906,5044130.5,-73.550143,45.537079,Ville-Marie
3534,7,1427673,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,10,8/15/2019,,Réel,4- Poteau en bois,300843.969,5044151.0,-73.550654,45.537263,Ville-Marie
3535,6,921063,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,5,11/21/2012,,Réel,4- Poteau en bois,300813.156,5044166.5,-73.551049,45.537403,Ville-Marie
3536,7,1385960,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,6,2/6/2019,,Réel,4- Poteau en bois,300783.531,5044182.0,-73.551428,45.537542,Ville-Marie
3536,6,1385961,1589,\P RESERVE S3R 09h-23h,R-PF,0,,STATIONNEMENT,6,2/6/2019,,Réel,4- Poteau en bois,300783.531,5044182.0,-73.551428,45.537542,Ville-Marie
3537,7,1352981,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,5,9/27/2018,,Réel,4- Poteau en bois,300756.75,5044195.5,-73.551771,45.537663,Ville-Marie
3538,7,1035529,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,6,6/18/2014,,Réel,4- Poteau en bois,300724.156,5044211.5,-73.552189,45.537807,Ville-Marie
3541,6,1753475,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,9,11/9/2022,,Réel,4- Poteau en bois,300676.5,5044234.5,-73.552799,45.538014,Ville-Marie
3546,6,1117290,11,\A EN TOUT TEMPS,AD-TT,0,,STATIONNEMENT,6,9/9/2015,,Réel,3- Fût,300894.594,5044121.5,-73.550006,45.536998,Ville-Marie
3549,7,1651704,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,6,9/30/2021,,Réel,2- Tige et manchon,300659.594,5044097.0,-73.553015,45.536776,Ville-Marie
3551,7,1790506,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,7,3/23/2023,,Réel,2- Tige et manchon,300789.781,5044031.5,-73.551347,45.536188,Ville-Marie
3551,6,1790507,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,7,3/23/2023,,Réel,2- Tige et manchon,300789.781,5044031.5,-73.551347,45.536188,Ville-Marie
3554,7,873608,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0,,STATIONNEMENT,5,4/25/2012,,Réel,2- Tige et manchon,300825.531,5044013.0,-73.550889,45.536021,Ville-Marie
3557,7,1053069,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,8,10/23/2014,,Réel,4- Poteau en bois,300821.281,5044001.5,-73.550944,45.535918,Ville-Marie
3559,6,1790493,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,11,3/23/2023,,Réel,4- Poteau en bois,300792.969,5044015.0,-73.551306,45.536039,Ville-Marie
3559,5,1790494,1589,\P RESERVE S3R 09h-23h,R-PF,0,,STATIONNEMENT,11,3/23/2023,,Réel,4- Poteau en bois,300792.969,5044015.0,-73.551306,45.536039,Ville-Marie
3560,7,1795188,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,5,4/27/2023,,Réel,4- Poteau en bois,300758.844,5044033.0,-73.551743,45.536201,Ville-Marie
3560,6,1795189,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,5,4/27/2023,,Réel,4- Poteau en bois,300758.844,5044033.0,-73.551743,45.536201,Ville-Marie
3561,7,1571552,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,3,12/4/2020,,Réel,4- Poteau en bois,300731.781,5044046.5,-73.55209,45.536322,Ville-Marie
3563,7,904539,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,5,8/10/2012,,Réel,4- Poteau en bois,300675.719,5044075.0,-73.552808,45.536578,Ville-Marie
3566,6,904543,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,4,8/10/2012,,Réel,4- Poteau en bois,300616.875,5044105.0,-73.553562,45.536848,Ville-Marie
3568,7,1110274,11,\A EN TOUT TEMPS,AD-TT,3,,STATIONNEMENT,4,7/31/2015,,Réel,4- Poteau en bois,300598.938,5044113.0,-73.553791,45.53692,Ville-Marie
3568,6,1110275,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,STATIONNEMENT,4,7/31/2015,,Réel,4- Poteau en bois,300598.938,5044113.0,-73.553791,45.53692,Ville-Marie
3572,5,1814573,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,10,7/10/2023,,Réel,4- Poteau en bois,300554.344,5043988.5,-73.554361,45.535799,Ville-Marie
3572,4,1814574,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,10,7/10/2023,,Réel,4- Poteau en bois,300554.344,5043988.5,-73.554361,45.535799,Ville-Marie
3573,7,1406652,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,2,5/31/2019,,Réel,4- Poteau en bois,300586.156,5043972.0,-73.553954,45.535651,Ville-Marie
3575,5,907057,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,5,8/28/2012,,Réel,4- Poteau en bois,300613.156,5043957.5,-73.553608,45.535521,Ville-Marie
3576,7,1746409,1589,\P RESERVE S3R 09h-23h,R-PF,3,,STATIONNEMENT,7,10/18/2022,,Réel,4- Poteau en bois,300641.219,5043943.5,-73.553249,45.535395,Ville-Marie
3577,6,1443426,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,STATIONNEMENT,7,10/15/2019,,Réel,4- Poteau en bois,300672.344,5043927.5,-73.55285,45.535251,Ville-Marie
3577,5,1443427,1589,\P RESERVE S3R 09h-23h,R-PF,2,,STATIONNEMENT,7,10/15/2019,,Réel,4- Poteau en bois,300672.344,5043927.5,-73.55285,45.535251,Ville-Marie
